datetime,venueId,total,dwell,Sensor Name,Sensor Type,Lat Long,avg_dwell,Latitude,Longitude,date,time,hour
2022-06-24 12:00:00+10:00,7780,133,45619,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-06-24,12:00:00,12
2022-06-24 02:00:00+10:00,7780,19,9595,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",8.0,-37.8025805,144.9656012,2022-06-24,02:00:00,2
2022-06-25 15:00:00+10:00,7780,141,44838,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-06-25,15:00:00,15
2022-06-25 04:00:00+10:00,7780,15,4020,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-06-25,04:00:00,4
2022-06-29 15:00:00+10:00,7780,188,31020,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-06-29,15:00:00,15
2022-06-29 16:00:00+10:00,7780,194,52380,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-06-29,16:00:00,16
2022-06-29 06:00:00+10:00,7780,60,17760,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-06-29,06:00:00,6
2022-06-29 13:00:00+10:00,7780,172,26316,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-06-29,13:00:00,13
2022-06-29 18:00:00+10:00,7780,130,31590,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-06-29,18:00:00,18
2022-06-27 11:00:00+10:00,7780,227,74456,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-06-27,11:00:00,11
2022-06-26 20:00:00+10:00,7780,101,17372,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-06-26,20:00:00,20
2022-06-26 13:00:00+10:00,7780,121,21417,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-06-26,13:00:00,13
2022-07-04 03:00:00+10:00,7780,2,120,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",1.0,-37.8025805,144.9656012,2022-07-04,03:00:00,3
2022-07-04 14:00:00+10:00,7780,182,36946,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-04,14:00:00,14
2022-07-02 23:00:00+10:00,7780,117,27963,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-02,23:00:00,23
2022-07-02 02:00:00+10:00,7780,26,2704,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",1.0,-37.8025805,144.9656012,2022-07-02,02:00:00,2
2022-07-02 05:00:00+10:00,7780,6,660,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",1.0,-37.8025805,144.9656012,2022-07-02,05:00:00,5
2022-07-02 22:00:00+10:00,7780,123,39852,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-07-02,22:00:00,22
2022-06-30 15:00:00+10:00,7780,216,47952,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-06-30,15:00:00,15
2022-06-30 03:00:00+10:00,7780,9,1557,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-06-30,03:00:00,3
2022-07-01 00:00:00+10:00,7780,21,5691,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-01,00:00:00,0
2022-07-01 05:00:00+10:00,7780,12,4440,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2022-07-01,05:00:00,5
2022-07-01 09:00:00+10:00,7780,131,40610,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-07-01,09:00:00,9
2022-07-01 03:00:00+10:00,7780,8,120,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2022-07-01,03:00:00,3
2022-07-03 04:00:00+10:00,7780,7,1862,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-03,04:00:00,4
2022-07-03 18:00:00+10:00,7780,187,52360,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-03,18:00:00,18
2022-07-03 10:00:00+10:00,7780,61,26474,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2022-07-03,10:00:00,10
2022-07-09 20:00:00+10:00,7780,265,74465,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-09,20:00:00,20
2022-07-09 03:00:00+10:00,7780,16,6000,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2022-07-09,03:00:00,3
2022-07-08 15:00:00+10:00,7780,158,24016,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-07-08,15:00:00,15
2022-07-08 11:00:00+10:00,7780,86,25284,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-08,11:00:00,11
2022-07-08 20:00:00+10:00,7780,93,16461,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-07-08,20:00:00,20
2022-07-06 10:00:00+10:00,7780,226,49268,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-06,10:00:00,10
2022-07-06 09:00:00+10:00,7780,135,27540,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-06,09:00:00,9
2022-07-06 13:00:00+10:00,7780,322,71806,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-06,13:00:00,13
2022-07-05 22:00:00+10:00,7780,69,21873,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-07-05,22:00:00,22
2022-07-05 21:00:00+10:00,7780,86,20640,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-05,21:00:00,21
2022-07-07 02:00:00+10:00,7780,19,3173,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-07-07,02:00:00,2
2022-07-12 14:00:00+10:00,7780,158,39816,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-12,14:00:00,14
2022-07-12 11:00:00+10:00,7780,81,43335,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",8.0,-37.8025805,144.9656012,2022-07-12,11:00:00,11
2022-07-10 15:00:00+10:00,7780,216,56808,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-10,15:00:00,15
2022-07-10 05:00:00+10:00,7780,8,2520,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-07-10,05:00:00,5
2022-07-15 22:00:00+10:00,7780,142,39760,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-15,22:00:00,22
2022-07-15 02:00:00+10:00,7780,10,2580,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-15,02:00:00,2
2022-07-15 05:00:00+10:00,7780,13,7085,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",9.0,-37.8025805,144.9656012,2022-07-15,05:00:00,5
2022-07-15 16:00:00+10:00,7780,132,34584,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-15,16:00:00,16
2022-07-15 04:00:00+10:00,7780,13,16445,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",21.0,-37.8025805,144.9656012,2022-07-15,04:00:00,4
2022-07-13 00:00:00+10:00,7780,22,4070,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-13,00:00:00,0
2022-07-22 15:00:00+10:00,7780,273,95277,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-07-22,15:00:00,15
2022-07-22 05:00:00+10:00,7780,14,5698,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2022-07-22,05:00:00,5
2022-07-22 00:00:00+10:00,7780,40,26520,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",11.0,-37.8025805,144.9656012,2022-07-22,00:00:00,0
2022-07-22 14:00:00+10:00,7780,195,33930,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-07-22,14:00:00,14
2022-07-22 20:00:00+10:00,7780,169,37180,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-22,20:00:00,20
2022-07-18 10:00:00+10:00,7780,163,38957,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-18,10:00:00,10
2022-07-18 12:00:00+10:00,7780,279,77283,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-18,12:00:00,12
2022-07-18 11:00:00+10:00,7780,169,42250,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-18,11:00:00,11
2022-07-20 02:00:00+10:00,7780,12,3720,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-07-20,02:00:00,2
2022-07-20 15:00:00+10:00,7780,204,55896,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-20,15:00:00,15
2022-07-20 03:00:00+10:00,7780,5,0,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2022-07-20,03:00:00,3
2022-07-20 14:00:00+10:00,7780,213,69012,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-07-20,14:00:00,14
2022-07-20 22:00:00+10:00,7780,125,26750,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-20,22:00:00,22
2022-07-16 04:00:00+10:00,7780,2,0,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",0.0,-37.8025805,144.9656012,2022-07-16,04:00:00,4
2022-07-16 17:00:00+10:00,7780,124,34968,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-16,17:00:00,17
2022-07-19 23:00:00+10:00,7780,41,6642,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-07-19,23:00:00,23
2022-07-19 04:00:00+10:00,7780,3,240,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",1.0,-37.8025805,144.9656012,2022-07-19,04:00:00,4
2022-07-21 17:00:00+10:00,7780,148,34336,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-21,17:00:00,17
2022-07-17 04:00:00+10:00,7780,23,15663,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",11.0,-37.8025805,144.9656012,2022-07-17,04:00:00,4
2022-07-17 16:00:00+10:00,7780,170,76840,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2022-07-17,16:00:00,16
2022-07-23 01:00:00+10:00,7780,40,17120,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2022-07-23,01:00:00,1
2022-07-23 15:00:00+10:00,7780,183,51972,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-23,15:00:00,15
2022-07-25 11:00:00+10:00,7780,168,61656,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2022-07-25,11:00:00,11
2022-07-25 18:00:00+10:00,7780,186,43710,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-25,18:00:00,18
2022-07-25 06:00:00+10:00,7780,37,21608,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",9.0,-37.8025805,144.9656012,2022-07-25,06:00:00,6
2022-07-30 03:00:00+10:00,7780,13,8645,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",11.0,-37.8025805,144.9656012,2022-07-30,03:00:00,3
2022-07-30 13:00:00+10:00,7780,255,50745,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-30,13:00:00,13
2022-07-29 19:00:00+10:00,7780,175,54250,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-07-29,19:00:00,19
2022-07-29 15:00:00+10:00,7780,236,58764,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-29,15:00:00,15
2022-07-26 07:00:00+10:00,7780,61,51911,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",14.0,-37.8025805,144.9656012,2022-07-26,07:00:00,7
2022-07-26 03:00:00+10:00,7780,11,2882,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-26,03:00:00,3
2022-07-26 14:00:00+10:00,7780,147,35721,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-07-26,14:00:00,14
2022-11-26 12:00:00+11:00,7780,166,54116,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-11-26,12:00:00,12
2022-11-26 07:00:00+11:00,7780,38,17176,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2022-11-26,07:00:00,7
2022-11-26 21:00:00+11:00,7780,90,30870,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-11-26,21:00:00,21
2022-11-26 04:00:00+11:00,7780,7,1799,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-11-26,04:00:00,4
2022-11-26 22:00:00+11:00,7780,105,18480,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-11-26,22:00:00,22
2022-11-29 15:00:00+11:00,7780,167,54943,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-11-29,15:00:00,15
2022-11-30 00:00:00+11:00,7780,14,1806,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-11-30,00:00:00,0
2022-11-30 15:00:00+11:00,7780,201,58290,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-11-30,15:00:00,15
2022-12-01 11:00:00+11:00,7780,131,26462,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-12-01,11:00:00,11
2022-12-02 12:00:00+11:00,7780,195,77220,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2022-12-02,12:00:00,12
2022-12-02 05:00:00+11:00,7780,17,11101,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",10.0,-37.8025805,144.9656012,2022-12-02,05:00:00,5
2022-12-03 18:00:00+11:00,7780,226,61020,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-12-03,18:00:00,18
2022-12-03 05:00:00+11:00,7780,17,7072,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2022-12-03,05:00:00,5
2022-12-04 23:00:00+11:00,7780,49,2989,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",1.0,-37.8025805,144.9656012,2022-12-04,23:00:00,23
2022-12-04 05:00:00+11:00,7780,14,3304,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-12-04,05:00:00,5
2022-12-04 00:00:00+11:00,7780,90,9360,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",1.0,-37.8025805,144.9656012,2022-12-04,00:00:00,0
2022-12-05 22:00:00+11:00,7780,42,13314,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-12-05,22:00:00,22
2022-12-05 21:00:00+11:00,7780,46,11224,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-12-05,21:00:00,21
2022-08-16 20:00:00+10:00,7780,194,58782,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-08-16,20:00:00,20
2022-08-16 18:00:00+10:00,7780,182,29666,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-08-16,18:00:00,18
2022-08-14 16:00:00+10:00,7780,243,49815,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-08-14,16:00:00,16
2022-08-15 15:00:00+10:00,7780,210,47250,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-08-15,15:00:00,15
2022-08-31 12:00:00+10:00,7780,382,131408,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-08-31,12:00:00,12
2022-09-02 11:00:00+10:00,7780,200,75000,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2022-09-02,11:00:00,11
2022-09-02 08:00:00+10:00,7780,182,61880,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-09-02,08:00:00,8
2022-09-02 06:00:00+10:00,7780,59,16933,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-09-02,06:00:00,6
2022-09-04 16:00:00+10:00,7780,173,67816,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2022-09-04,16:00:00,16
2022-09-03 16:00:00+10:00,7780,204,53856,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-09-03,16:00:00,16
2022-10-02 01:00:00+10:00,7780,21,8526,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2022-10-02,01:00:00,1
2022-10-01 00:00:00+10:00,7780,50,7100,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-10-01,00:00:00,0
2022-10-01 19:00:00+10:00,7780,219,79716,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2022-10-01,19:00:00,19
2022-10-05 11:00:00+11:00,7780,206,83842,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2022-10-05,11:00:00,11
2022-10-31 16:00:00+11:00,7780,77,19019,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-10-31,16:00:00,16
2022-11-03 11:00:00+11:00,7780,165,37455,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-11-03,11:00:00,11
2022-11-02 05:00:00+11:00,7780,24,11352,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2022-11-02,05:00:00,5
2022-06-24 19:00:00+10:00,7780,222,45288,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-06-24,19:00:00,19
2022-06-24 13:00:00+10:00,7780,211,61612,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-06-24,13:00:00,13
2022-06-21 05:00:00+10:00,7780,14,3654,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-06-21,05:00:00,5
2022-08-01 01:00:00+10:00,7780,34,22678,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",11.0,-37.8025805,144.9656012,2022-08-01,01:00:00,1
2022-07-31 22:00:00+10:00,7780,131,22925,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-07-31,22:00:00,22
2022-07-30 21:00:00+10:00,7780,165,32835,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-30,21:00:00,21
2022-07-30 02:00:00+10:00,7780,24,8520,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-07-30,02:00:00,2
2022-07-30 14:00:00+10:00,7780,256,56576,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-07-30,14:00:00,14
2022-09-08 23:00:00+10:00,7780,46,13248,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-09-08,23:00:00,23
2022-09-05 01:00:00+10:00,7780,24,3672,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-09-05,01:00:00,1
2022-09-06 23:00:00+10:00,7780,61,24766,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2022-09-06,23:00:00,23
2022-09-06 02:00:00+10:00,7780,15,6780,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",7.0,-37.8025805,144.9656012,2022-09-06,02:00:00,2
2022-09-06 20:00:00+10:00,7780,151,34881,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-09-06,20:00:00,20
2022-09-23 20:00:00+10:00,7780,179,40454,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-09-23,20:00:00,20
2022-09-19 05:00:00+10:00,7780,7,5523,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",13.0,-37.8025805,144.9656012,2022-09-19,05:00:00,5
2022-09-19 17:00:00+10:00,7780,298,87016,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-09-19,17:00:00,17
2022-09-19 22:00:00+10:00,7780,99,26136,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-09-19,22:00:00,22
2022-09-21 10:00:00+10:00,7780,213,67521,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-09-21,10:00:00,10
2022-10-20 16:00:00+11:00,7780,180,64080,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",5.0,-37.8025805,144.9656012,2022-10-20,16:00:00,16
2022-01-07 22:00:00+11:00,7780,71,12354,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",2.0,-37.8025805,144.9656012,2022-01-07,22:00:00,22
2022-01-07 11:00:00+11:00,7780,108,41904,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",6.0,-37.8025805,144.9656012,2022-01-07,11:00:00,11
2022-01-07 10:00:00+11:00,7780,110,22770,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",3.0,-37.8025805,144.9656012,2022-01-07,10:00:00,10
2022-01-09 21:00:00+11:00,7780,86,22704,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-01-09,21:00:00,21
2022-01-06 09:00:00+11:00,7780,76,21584,Pedestrian Sensor-Argyle Sq,Mobile phone counting,"-37.8025805, 144.9656012",4.0,-37.8025805,144.9656012,2022-01-06,09:00:00,9
